2018-05-29 03:27:43,878 -------------- New training session ----------------
alpha: 1
batch_size: 2
cfg: unet_dice2_redo
criterion: cross_entropy_dice
data_dir: /home/thuyen/Data/brats17/Brats17TrainingData
dataset: SingleData
gpu: '1'
name: unet_dice2_redo
net: Unet
net_params:
  dropout: 0.3
  n: 16
  norm: gn
num_epochs: 300
opt: Adam
opt_params:
  amsgrad: true
  lr: 0.001
  weight_decay: 0.0001
resume: {}
root: /home/thuyen/Data/brats17/
sample_size: 25
save_freq: 50
schedule:
  150: null
  250: null
seed: 2001
start_iter: 0
sub_sample_size: 19
target_size: 9
test_data_dir: /home/thuyen/Data/brats17/Brats17ValidationData
test_transforms: Compose([ Pad((0, 0, 0, 5, 0)), NumpyType((np.float32, np.int64)),
  ])
train_dir: /home/thuyen/Data/brats17/src/ckpts
train_list: all.txt
train_transforms: Compose([ RandCrop(128), NumpyType((np.float32, np.int64)), ])
valid_freq: 50
workers: 8

2018-05-29 03:35:16,339 Iter 226, Epoch 1.5860, Loss 0.5509
2018-05-29 03:35:18,218 Iter 227, Epoch 1.5930, Loss 0.5642
2018-05-29 03:35:20,098 Iter 228, Epoch 1.6000, Loss 0.3626
2018-05-29 03:35:21,977 Iter 229, Epoch 1.6070, Loss 0.2896
2018-05-29 03:35:23,855 Iter 230, Epoch 1.6140, Loss 0.3219
2018-05-29 03:35:25,735 Iter 231, Epoch 1.6211, Loss 0.7050
2018-05-29 03:35:27,616 Iter 232, Epoch 1.6281, Loss 0.3269
2018-05-29 03:35:29,496 Iter 233, Epoch 1.6351, Loss 0.3415
2018-05-29 03:35:31,384 Iter 234, Epoch 1.6421, Loss 0.4770
2018-05-29 03:35:33,271 Iter 235, Epoch 1.6491, Loss 0.5132
2018-05-29 03:35:35,151 Iter 236, Epoch 1.6561, Loss 0.5340
2018-05-29 03:35:37,049 Iter 237, Epoch 1.6632, Loss 0.6055
2018-05-29 03:35:38,927 Iter 238, Epoch 1.6702, Loss 0.3331
2018-05-29 03:35:40,806 Iter 239, Epoch 1.6772, Loss 0.3870
2018-05-29 03:35:42,686 Iter 240, Epoch 1.6842, Loss 0.4866
2018-05-29 03:35:44,566 Iter 241, Epoch 1.6912, Loss 0.7330
2018-05-29 03:35:46,447 Iter 242, Epoch 1.6982, Loss 0.5626
2018-05-29 03:35:48,326 Iter 243, Epoch 1.7053, Loss 0.2510
2018-05-29 03:35:50,204 Iter 244, Epoch 1.7123, Loss 0.3237
2018-05-29 03:35:52,082 Iter 245, Epoch 1.7193, Loss 0.6310
2018-05-29 03:35:53,961 Iter 246, Epoch 1.7263, Loss 0.6263
2018-05-29 03:35:55,841 Iter 247, Epoch 1.7333, Loss 0.2699
2018-05-29 03:35:57,748 Iter 248, Epoch 1.7404, Loss 0.3014
2018-05-29 03:35:59,628 Iter 249, Epoch 1.7474, Loss 0.3660
2018-05-29 03:36:01,507 Iter 250, Epoch 1.7544, Loss 0.4204
2018-05-29 03:36:03,387 Iter 251, Epoch 1.7614, Loss 0.5341
2018-05-29 03:36:05,266 Iter 252, Epoch 1.7684, Loss 0.2936
